Id,SalePrice
1461,11.771490368022546
1462,12.011618281887538
1463,12.232205052318315
1464,12.305923283043409
1465,12.17844855222648
1466,12.161508823592506
1467,12.168556570198694
1468,12.141368754312799
1469,12.191226084808294
1470,11.797385910432764
1471,12.357090972608711
1472,11.661072585279179
1473,11.669234119932105
1474,12.040929658369082
1475,11.87958315362453
1476,12.932267033761992
1477,12.512311714166957
1478,12.602291426005904
1479,12.548904235482073
1480,13.009150926046942
1481,12.691212304423274
1482,12.335255948056986
1483,12.02721127899638
1484,12.1096181597531
1485,12.2805709548904
1486,12.315430756321197
1487,12.846000936763017
1488,12.395490768758728
1489,12.311750359191189
1490,12.430077584992182
1491,12.234035427137838
1492,11.356046789605747
1493,12.178119419985846
1494,12.688278912927778
1495,12.634137973690894
1496,12.502509750308427
1497,12.212608095432117
1498,12.219161709453491
1499,12.16749765563837
1500,12.110046756138756
1501,12.221671039359295
1502,12.063687382030192
1503,12.549662585445539
1504,12.458561443452417
1505,12.386937144663177
1506,12.138833247151721
1507,12.523362804949855
1508,12.26385987689601
1509,12.07929998225996
1510,11.902962682671232
1511,11.942556762971577
1512,12.042203462725496
1513,11.9931003704239
1514,11.977647556028343
1515,12.19337864625203
1516,12.018645976419961
1517,12.054780978454682
1518,11.738783772347984
1519,12.352179411304892
1520,11.846737017664827
1521,11.855485378861198
1522,12.050231798125804
1523,11.781087477277763
1524,11.78455783269996
1525,11.824318118684323
1526,11.721482998077914
1527,11.633576405972095
1528,11.920060394723587
1529,11.974062490328352
1530,12.088771687984007
1531,11.540577761888345
1532,11.516617017795747
1533,11.837910691245689
1534,11.796216367189949
1535,12.076831538015389
1536,11.619183550652965
1537,11.139183339905356
1538,12.180992697696603
1539,12.31819144400356
1540,11.478863564145069
1541,11.904060907251296
1542,11.867575282310723
1543,12.448630097007296
1544,11.457626384792084
1545,11.668852576048897
1546,11.96301532145774
1547,11.935854014235263
1548,11.92469983054359
1549,11.766317561093253
1550,11.93540715272908
1551,11.684731885641332
1552,11.828126170042715
1553,11.952147921849111
1554,11.783862173356756
1555,12.021153525702324
1556,11.381417935727866
1557,11.49513247364407
1558,11.634927474229274
1559,11.461670417996908
1560,11.927367401765684
1561,11.792293578307518
1562,11.872406373451874
1563,11.80862568760811
1564,12.009637055526229
1565,11.978330121843998
1566,12.452108328377191
1567,11.329437911526217
1568,12.370386422790084
1569,11.948812902586711
1570,11.913630697028134
1571,11.820498240469169
1572,11.92310268463892
1573,12.359065177734873
1574,11.656004583548372
1575,12.325308402628098
1576,12.491521657466569
1577,12.260258002516332
1578,11.956450888780253
1579,12.005195513900341
1580,12.228742664122292
1581,11.972311193784492
1582,11.841915120983012
1583,12.750752504723058
1584,12.443145214571176
1585,12.026631890816368
1586,11.097558514782737
1587,11.632079905659674
1588,12.037972187640706
1589,11.511029758148267
1590,11.880145805467205
1591,11.598287610001421
1592,11.704449823776251
1593,11.872442511121648
1594,11.749297958838683
1595,11.757555381304691
1596,12.445917074398052
1597,12.197646245722709
1598,12.480552885090015
1599,12.255421583914686
1600,12.122457222815816
1601,11.304833121592326
1602,11.74143863428253
1603,11.527713031730265
1604,12.626448873020252
1605,12.497578261977232
1606,12.08410821174146
1607,11.970925674754215
1608,12.344157689740262
1609,12.219873795163327
1610,12.149244044775356
1611,11.819996098005168
1612,12.074016007234096
1613,12.001436558499709
1614,11.85718248638451
1615,11.607219068308169
1616,11.38630760816907
1617,11.63233606078305
1618,11.929067676004147
1619,11.938115956743006
1620,12.060629106421024
1621,11.976812732999177
1622,12.003114324036174
1623,12.585329744113178
1624,12.377339819014006
1625,11.856094696027098
1626,12.056891286042788
1627,12.268240566828645
1628,12.658937797642073
1629,12.276105131160067
1630,12.801649084912716
1631,12.317079309589923
1632,12.418692580480752
1633,12.23167069226628
1634,12.26435084623804
1635,12.220907828028043
1636,12.04709916227805
1637,12.232306213701676
1638,12.22246436485551
1639,12.169346185857895
